中国	China
张掖	Zhangye
甘州区	Ganzhou District
肃南裕固族自治县	Sunan Yugur Autonomous County
民乐县	Minle County
临泽县	Linze County
高台县	Gaotai County
山丹县	Shandan County
平凉	Pingliang
崆峒区	Kongtong District
泾川县	Jingchuan County
灵台县	Lingtai County
崇信县	Chongxin County
华亭县	Huating County
庄浪县	Zhuanglang County
静宁县	Jingning County
酒泉	Jiuquan
肃州区	Suzhou District
金塔县	Jinta County
瓜州县	Guazhou County
肃北蒙古族自治县	Mongolia Autonomous County in Subei
阿克塞哈萨克族自治县	Aksay Kazak Autonomous County
玉门市	Yumen City
敦煌市	The city of Dunhuang
庆阳	Qingyang
西峰区	Xifeng District
庆城县	Qingcheng County
环　县	Ring County
华池县	Huachi County
合水县	Heshui County
正宁县	Zhengning County
宁　县	Ning County
镇原县	Zhenyuan County
定西	Dingxi
安定区	Anding District
通渭县	Tongwei County
陇西县	Longxi County
渭源县	Weiyuan County
临洮县	Lintao County
漳　县	Zhang county
岷　县	Minxian
陇南	Longnan
武都区	Wudu District
成　县	Into the county
文　县	Wenxian
宕昌县	Dangchang County
康　县	Kang County
西和县	West and the county
礼　县	Li County
徽　县	Hui County
两当县	Liangdang County
临夏	Linxia
临夏市	The city of Linxia
临夏县	Linxia County
康乐县	Kangle County
永靖县	Yongjing County
广河县	Guanghe County
和政县	Hezheng County
东乡族自治县	Dongxiang Autonomous County
积石山保安族东乡族撒拉族自治县	Jishishan Salar Autonomous County of Dongxiang family services
甘南	Gannan
合作市	Cooperation in the city
临潭县	Lintan County
卓尼县	Zhuoni County
舟曲县	Zhouqu County
迭部县	Diebu County
玛曲县	Maqu County
碌曲县	Luqu County
夏河县	Xiahe County
青海	Qinghai
西宁	Xining
城东区	Chengdong District
城西区	The west area
城北区	Chengbei District
大通回族土族自治县	Datong Hui and Tu Autonomous County
湟中县	Huangzhong County
湟源县	Huangyuan County
海东	Haidong
平安县	Peace County
民和回族土族自治县	Minhe Hui and Tu Autonomous County
乐都县	Ledu County
互助土族自治县	Huzhu Tu Autonomous County
化隆回族自治县	Longhua Hui Autonomous County
循化撒拉族自治县	Salar Autonomous County of Xunhua
海北	Haibei
门源回族自治县	Menyuan Hui Autonomous County
祁连县	Qilian County
海晏县	Haiyan County
刚察县	Gangcha County
黄南	Huangnan
同仁县	Tongren County
尖扎县	Jianzha County
泽库县	Zeku County
河南蒙古族自治县	Henan Mongolia Autonomous County
共和县	Gonghe County
同德县	Tongde County
贵德县	Guide County
兴海县	Xinghai County
贵南县	Guinan County
果洛	Guoluo
玛沁县	Maqin County
班玛县	Baima County
甘德县	Gande County
达日县	Dari County
久治县	Jigzhi County
玛多县	Maduo County
玉树	Yushu
玉树县	Yushu County
杂多县	Heteropoly County
称多县	Chindu County
治多县	Zhidoi County
囊谦县	N county
曲麻莱县	Qumalai County
海西	Hercynian
格尔木市	Golmud City
德令哈市	The city of Delingha
乌兰县	Ulan County
都兰县	Dulan County
天峻县	Tianjun County
宁夏	Ningxia
银川	Yinchuan
兴庆区	Xingqing District
西夏区	Xixia District
金凤区	Jinfeng District
永宁县	Yongning County
贺兰县	Helan County
灵武市	Lingwu City
石嘴山	Shizuishan
大武口区	Dawukou District
惠农区	Huinong District
平罗县	Pingluo County
吴忠	Wuzhong
利通区	Litong District
红寺堡区	Hongsipu area
盐池县	Yanchi County
同心县	Tongxin County
青铜峡市	Qingtongxia City
固原	Guyuan
原州区	Yuanzhou District
西吉县	Xiji County
隆德县	Longde County
泾源县	Jingyuan County
彭阳县	Peng Yangxian
中卫	Zhongwei
沙坡头区	Shapotou District
中宁县	Zhongning County
海原县	Haiyuan County
新疆	Xinjiang
乌鲁木齐	Urumqi
天山区	Tianshan area
沙依巴克区	Saybagh District
水磨沟区	Shuimogou District
头屯河区	Toutun River District
达坂城区	Dabancheng District
米东区	Midong District
乌鲁木齐县	Urumqi County
克拉玛依	Karamay
独山子区	Dushanzi District
克拉玛依区	Karamay District
白碱滩区	Baijiantan District
乌尔禾区	Urho District
吐鲁番	Turpan
吐鲁番市	The city of Turpan
鄯善县	Shanshan County
托克逊县	Toksun County
哈密	Hami
哈密市	The city of Hami
巴里坤哈萨克自治县	Barkol Kazak Autonomous County
伊吾县	Yiwu County
昌吉	Changji
昌吉市	The city of Changji
阜康市	Fukang City
呼图壁县	Hutubi County
玛纳斯县	Manasi County
奇台县	Qitai County
吉木萨尔县	Jimsar County
木垒哈萨克自治县	Mori Kazak Autonomous County
博尔塔拉	Bortala
博乐市	Bole City
精河县	Jinghe County
温泉县	Hot Springs County
巴音郭楞	Bayinguoleng
库尔勒市	The city of Korla
轮台县	Luntai County
尉犁县	Yuli County
若羌县	Ruoqiang County
且末县	Qiemo County
焉耆回族自治县	Yanqi Hui Autonomous County
和静县	Hejing County
和硕县	Hoxud County
博湖县	Bohu County
阿克苏市	The city of Akesu
温宿县	Wensu County
库车县	Kuche County
沙雅县	Shaya County
新和县	The new County
拜城县	Baicheng County
乌什县	Wushi County
阿瓦提县	Awati County
柯坪县	The Kalpin County
克孜勒苏	Kizilsu
阿图什市	Atushi City
阿克陶县	Akto County
阿合奇县	Akeqi County
乌恰县	Wuqia County
喀什	Kashi
喀什市	The city of Kashi
疏附县	Shufu County
疏勒县	Shule County
英吉沙县	The English Shaxian County
泽普县	Zepu County
莎车县	Shache County
叶城县	Yecheng County
麦盖提县	Mengaiti County
岳普湖县	Yuepuhu County
伽师县	Jiashi County
巴楚县	Bachu County
塔什库尔干塔吉克自治县	Tash Kurgan Taj J Autonomous County
和田	And Tian
和田市	The city of Hotan
和田县	Hotan County
墨玉县	Moyu County
皮山县	Pishan County
洛浦县	Luopu County
策勒县	Qira County
于田县	Yutian County
民丰县	Minfeng County
伊犁	Yili
伊宁市	The city of Yining
奎屯市	The city of Kuitun
伊宁县	Yining County
察布查尔锡伯自治县	Qapqal Xibe Autonomous County
霍城县	Huocheng County
巩留县	Gongliu County
新源县	Xinyuan County
昭苏县	Zhaosu County
特克斯县	The Turks County
尼勒克县	Nilka County
塔城	Tacheng
塔城市	The city of Tacheng
乌苏市	Wusu city
额敏县	Emin County
沙湾县	Shawan County
托里县	Tori County
裕民县	Yumin County
和布克赛尔蒙古自治县	Hoboksar Mongol Autonomous County
阿勒泰	Aletai
阿勒泰市	The city of Aletai
布尔津县	Buerjin County
富蕴县	Fuyun County
福海县	Fuhai County
哈巴河县	Habahe County
青河县	Qinggil County
吉木乃县	Jimunai County
石河子	Shihezi
阿拉尔	Alar
图木舒克	Tumu Shuker
五家渠	Wujiaqu
北屯	Beitun
台湾	Taiwan
台北市	The city of Taipei
高雄市	The city of Kaohsiung
基隆市	The city of Keelung
台中市	Taichung City
台南市	The city of Tainan
新竹市	The city of Hsinchu
嘉义市	The city of Chiayi
台北县	Taipei County
宜兰县	Yilan County
桃园县	Taoyuan County
新竹县	Hsinchu County
苗栗县	Miaoli County
台中县	Taichung County
彰化县	Changhua County
南投县	Nantou County
云林县	Yunlin County
嘉义县	Chiayi County
台南县	Tainan County
高雄县	Kaohsiung County
屏东县	Pingtung County
台东县	Taitung County
花莲县	Hualian County
澎湖县	Penghu County
香港	Hongkong
中西区	Central and Western District
东区	East Area
九龙城区	Kowloon City District
观塘区	Kwun Tong District
南区	South Area
深水埗区	Sham Shui Po District
黄大仙区	Wong Tai Sin
湾仔区	Wan Chai District
油尖旺区	Yau Tsim Mong District
离岛区	Islands District
葵青区	Kwai Tsing District
北区	North Area
西贡区	Xigong District
沙田区	Sha Tin District
屯门区	Tuen Mun District
大埔区	Tai Po District
荃湾区	Tsuen Wan District
元朗区	Yuen Long District
澳门	Macao
花地玛堂区	Fatima parish
圣安多尼堂区	St. Anthony parish
大堂区	The lobby area
望德堂区	Wang detang area
风顺堂区	Each parish
氹仔	Taipa
路环	Ring Road
